ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,satisfaction_score,resolved
TICK036528,CUST021169,2024-03-15,Cancellation,32.7,5.0,Yes
TICK036529,CUST022718,2025-09-26,Payment Issue,16.5,3.9,Yes
TICK036530,CUST041308,2025-11-08,Payment Issue,14.6,3.8,Yes
TICK036531,CUST029890,2025-10-18,Cancellation,18.0,3.9,Yes
TICK036532,CUST036540,2024-09-06,Cancellation,25.2,2.6,Yes
TICK036533,CUST042805,2024-03-17,Payment Issue,25.3,3.3,Yes
TICK036534,CUST047901,2024-08-24,Cancellation,14.3,5.0,Yes
TICK036535,CUST012417,2025-02-25,Product Information,6.4,3.9,Yes
TICK036536,CUST027216,2025-12-09,Payment Issue,10.2,2.6,Yes
TICK036537,CUST022747,2025-12-24,Refund,11.5,5.0,Yes
TICK036538,CUST030846,2025-02-10,Refund,21.6,2.5,Yes
TICK036539,CUST027656,2024-10-17,Cancellation,27.6,4.0,Yes
TICK036540,CUST001011,2024-01-04,Cancellation,24.5,3.3,Yes
TICK036541,CUST000121,2025-04-06,Payment Issue,23.0,4.7,Yes
TICK036542,CUST039668,2025-03-16,Refund,30.7,2.8,Yes
TICK036543,CUST024702,2024-10-14,Product Information,13.9,3.6,Yes
TICK036544,CUST024366,2024-05-24,Delivery Delay,19.2,4.0,Yes
TICK036545,CUST025176,2025-05-01,Product Information,23.3,2.5,Yes
TICK036546,CUST015190,2024-10-18,Product Information,22.4,4.1,Yes
TICK036547,CUST033068,2024-02-27,Payment Issue,13.9,2.9,Yes
TICK036548,CUST021563,2025-05-31,Product Information,45.5,3.8,Yes
TICK036549,CUST021088,2024-09-23,Refund,63.6,3.4,Yes
TICK036550,CUST005029,2025-02-07,Account Access,6.1,3.2,Yes
TICK036551,CUST019278,2024-10-14,Delivery Delay,24.6,3.2,Yes
TICK036552,CUST020155,2024-12-14,Account Access,49.6,3.0,Yes
TICK036553,CUST020481,2025-03-24,Refund,45.5,3.6,Yes
TICK036554,CUST010984,2025-11-25,Delivery Delay,92.8,3.9,Yes
TICK036555,CUST044197,2025-06-12,Refund,17.4,4.2,Yes
TICK036556,CUST023454,2025-06-12,Product Quality,20.5,4.7,No
TICK036557,CUST022845,2025-07-16,Product Quality,17.1,4.6,Yes
TICK036558,CUST040158,2025-01-16,Delivery Delay,12.8,2.0,Yes
TICK036559,CUST033022,2025-08-29,Product Information,18.3,2.4,Yes
TICK036560,CUST031848,2024-06-28,Account Access,23.0,4.6,Yes
TICK036561,CUST010967,2024-06-10,Product Quality,32.4,3.3,Yes
TICK036562,CUST023358,2025-09-06,Refund,42.2,4.0,Yes
TICK036563,CUST019235,2024-02-18,Product Information,87.7,5.0,Yes
TICK036564,CUST047502,2024-10-17,Cancellation,20.2,3.8,Yes
TICK036565,CUST019819,2024-08-16,Product Information,14.6,4.4,Yes
TICK036566,CUST029967,2024-11-01,Account Access,69.4,3.2,Yes
TICK036567,CUST038905,2025-01-31,Account Access,14.7,2.7,Yes
TICK036568,CUST026558,2025-07-02,Delivery Delay,21.7,3.2,Yes
TICK036569,CUST033427,2025-08-31,Account Access,7.7,5.0,Yes
TICK036570,CUST041307,2024-02-04,Delivery Delay,7.9,2.9,Yes
TICK036571,CUST010518,2025-05-05,Delivery Delay,24.3,3.5,Yes
TICK036572,CUST011698,2025-04-16,Delivery Delay,33.4,3.9,Yes
TICK036573,CUST022334,2024-08-13,Cancellation,11.2,5.0,Yes
TICK036574,CUST029143,2025-10-11,Refund,33.7,5.0,Yes
TICK036575,CUST037871,2024-10-22,Delivery Delay,4.4,4.6,Yes
TICK036576,CUST032191,2024-05-30,Payment Issue,20.3,3.8,Yes
TICK036577,CUST021068,2025-01-08,Delivery Delay,36.4,4.9,Yes
TICK036578,CUST030076,2024-03-01,Delivery Delay,25.3,3.3,Yes
TICK036579,CUST003602,2024-05-22,Payment Issue,11.6,4.2,Yes
TICK036580,CUST017624,2025-02-27,Product Quality,17.5,4.8,Yes
TICK036581,CUST044058,2025-01-19,Product Information,21.3,2.9,Yes
TICK036582,CUST029506,2025-06-17,Refund,14.3,3.8,Yes
TICK036583,CUST047341,2024-06-07,Product Quality,13.4,4.1,Yes
TICK036584,CUST001721,2025-10-10,Delivery Delay,24.0,3.0,Yes
TICK036585,CUST034932,2025-09-26,Delivery Delay,13.5,3.3,Yes
TICK036586,CUST000124,2025-12-04,Refund,13.3,2.9,Yes
TICK036587,CUST006205,2024-03-07,Refund,9.2,3.5,Yes
TICK036588,CUST030778,2024-02-22,Product Quality,37.0,2.9,Yes
TICK036589,CUST012747,2024-07-04,Product Quality,12.6,4.5,No
TICK036590,CUST045738,2025-03-08,Delivery Delay,44.7,4.5,Yes
TICK036591,CUST014268,2025-04-22,Product Information,8.5,3.4,Yes
TICK036592,CUST008180,2024-02-18,Cancellation,13.7,2.2,Yes
TICK036593,CUST016169,2025-06-08,Cancellation,15.4,3.8,Yes
TICK036594,CUST025558,2025-12-25,Product Quality,9.3,5.0,Yes
TICK036595,CUST044963,2025-06-11,Product Information,46.5,5.0,Yes
TICK036596,CUST005263,2025-12-15,Refund,8.3,2.5,No
TICK036597,CUST034439,2025-09-01,Refund,55.5,4.9,Yes
TICK036598,CUST040178,2024-06-29,Delivery Delay,10.1,3.2,Yes
TICK036599,CUST042890,2025-08-06,Payment Issue,20.6,4.3,Yes
TICK036600,CUST011227,2025-07-24,Product Quality,7.4,3.2,Yes
TICK036601,CUST030036,2025-05-04,Cancellation,9.2,2.3,Yes
TICK036602,CUST025087,2025-06-04,Product Quality,21.2,4.3,Yes
TICK036603,CUST021504,2025-11-15,Cancellation,26.6,3.1,Yes
TICK036604,CUST006369,2024-06-27,Account Access,9.3,2.7,Yes
TICK036605,CUST032354,2024-10-01,Refund,111.0,3.7,No
TICK036606,CUST029458,2024-06-29,Product Quality,19.6,3.9,Yes
TICK036607,CUST031095,2024-04-01,Product Information,10.2,3.3,Yes
TICK036608,CUST018178,2025-10-23,Product Quality,42.3,3.2,Yes
TICK036609,CUST010158,2024-06-09,Refund,10.9,3.6,No
TICK036610,CUST041754,2024-08-14,Refund,36.9,3.3,Yes
TICK036611,CUST007610,2024-05-01,Account Access,16.4,4.6,Yes
TICK036612,CUST044583,2025-02-11,Cancellation,13.5,1.9,Yes
TICK036613,CUST008619,2025-06-18,Cancellation,25.2,5.0,Yes
TICK036614,CUST024911,2025-06-28,Account Access,17.1,2.8,Yes
TICK036615,CUST045259,2024-09-10,Product Quality,22.3,3.4,Yes
TICK036616,CUST000654,2025-07-14,Delivery Delay,16.9,3.7,No
TICK036617,CUST044211,2024-03-22,Product Quality,30.1,4.1,Yes
TICK036618,CUST047185,2025-09-27,Product Quality,32.6,3.5,Yes
TICK036619,CUST045903,2025-11-27,Cancellation,33.1,3.7,Yes
TICK036620,CUST019356,2025-04-10,Account Access,21.7,3.9,Yes
TICK036621,CUST016364,2025-06-23,Product Quality,20.3,3.5,Yes
TICK036622,CUST041638,2025-07-05,Cancellation,23.2,3.9,Yes
TICK036623,CUST003513,2025-01-17,Product Information,18.3,2.5,Yes
TICK036624,CUST032356,2025-12-23,Product Information,16.1,3.6,Yes
TICK036625,CUST041789,2024-02-01,Product Quality,13.3,4.9,Yes
TICK036626,CUST046311,2024-12-18,Refund,18.3,5.0,Yes
TICK036627,CUST007534,2025-06-17,Product Quality,23.3,2.8,Yes
TICK036628,CUST019955,2025-11-22,Delivery Delay,13.0,1.0,Yes
TICK036629,CUST029124,2025-09-20,Product Quality,17.6,2.1,Yes
TICK036630,CUST016479,2025-10-03,Cancellation,22.2,3.0,Yes
TICK036631,CUST029587,2024-05-26,Product Quality,35.5,3.4,Yes
TICK036632,CUST018257,2025-03-07,Product Quality,4.2,4.3,Yes
TICK036633,CUST019288,2024-06-12,Delivery Delay,4.9,4.1,Yes
TICK036634,CUST013321,2024-10-08,Cancellation,7.5,3.3,Yes
TICK036635,CUST034943,2024-10-04,Product Quality,54.8,3.7,Yes
TICK036636,CUST041984,2025-02-18,Refund,45.8,4.2,Yes
TICK036637,CUST014902,2025-02-27,Product Quality,17.4,3.8,Yes
TICK036638,CUST023692,2024-12-05,Product Quality,10.5,3.6,Yes
TICK036639,CUST020114,2024-07-21,Cancellation,44.0,2.7,No
TICK036640,CUST039021,2024-12-24,Cancellation,30.7,4.4,Yes
TICK036641,CUST044606,2024-01-23,Product Information,34.6,3.4,Yes
TICK036642,CUST031655,2025-02-19,Product Quality,26.1,4.2,Yes
TICK036643,CUST008295,2024-03-16,Delivery Delay,17.3,3.9,Yes
TICK036644,CUST020715,2024-12-06,Account Access,9.0,4.6,Yes
TICK036645,CUST021323,2025-06-12,Payment Issue,10.2,4.8,Yes
TICK036646,CUST039298,2024-09-03,Refund,67.3,5.0,Yes
TICK036647,CUST000713,2025-07-03,Delivery Delay,16.9,2.3,Yes
TICK036648,CUST013154,2024-03-10,Cancellation,26.1,3.0,Yes
TICK036649,CUST033045,2024-04-05,Payment Issue,13.3,3.2,Yes
TICK036650,CUST014282,2024-10-31,Refund,23.1,4.7,Yes
TICK036651,CUST024411,2024-04-29,Payment Issue,28.4,4.2,Yes
TICK036652,CUST019858,2024-04-17,Delivery Delay,8.9,4.1,Yes
TICK036653,CUST033906,2024-05-01,Delivery Delay,8.7,1.6,Yes
TICK036654,CUST042937,2024-08-08,Product Information,3.1,4.7,Yes
TICK036655,CUST006216,2024-09-13,Refund,12.0,5.0,Yes
TICK036656,CUST010979,2025-03-22,Product Information,8.4,4.4,Yes
TICK036657,CUST016842,2025-07-30,Product Quality,23.8,4.4,Yes
TICK036658,CUST034408,2025-02-02,Refund,16.7,4.1,Yes
TICK036659,CUST012828,2024-11-16,Payment Issue,27.4,2.0,Yes
TICK036660,CUST017107,2025-08-01,Refund,10.3,4.0,Yes
TICK036661,CUST026691,2024-12-19,Payment Issue,28.4,4.3,Yes
TICK036662,CUST007866,2025-11-09,Cancellation,21.8,3.5,Yes
TICK036663,CUST048623,2025-10-09,Cancellation,10.8,3.0,Yes
TICK036664,CUST033375,2025-06-02,Refund,48.4,5.0,Yes
TICK036665,CUST037447,2024-08-08,Delivery Delay,13.9,2.5,Yes
TICK036666,CUST041636,2025-10-15,Product Quality,19.1,4.4,Yes
TICK036667,CUST027687,2025-09-29,Product Information,33.4,4.1,Yes
TICK036668,CUST012481,2024-02-18,Payment Issue,16.0,5.0,Yes
TICK036669,CUST048158,2025-01-05,Product Information,40.0,3.8,Yes
TICK036670,CUST002829,2024-06-08,Payment Issue,8.4,3.2,Yes
TICK036671,CUST007450,2025-02-05,Product Quality,30.6,4.5,Yes
TICK036672,CUST024705,2025-08-28,Product Quality,6.9,3.2,Yes
TICK036673,CUST009749,2024-12-06,Product Quality,12.5,3.6,Yes
TICK036674,CUST036271,2025-06-21,Account Access,34.1,5.0,Yes
TICK036675,CUST028568,2025-09-10,Delivery Delay,110.2,3.5,Yes
TICK036676,CUST007214,2025-03-04,Cancellation,13.0,4.0,Yes
TICK036677,CUST030193,2024-08-26,Payment Issue,51.3,4.4,Yes
TICK036678,CUST003678,2024-12-17,Delivery Delay,62.0,3.7,Yes
TICK036679,CUST047892,2025-01-22,Payment Issue,18.5,4.6,Yes
TICK036680,CUST043044,2025-08-06,Product Quality,64.2,2.9,Yes
TICK036681,CUST047329,2025-10-06,Payment Issue,30.3,3.2,Yes
TICK036682,CUST013820,2024-05-01,Refund,8.9,4.6,Yes
TICK036683,CUST029991,2024-02-05,Account Access,14.5,4.1,Yes
TICK036684,CUST048941,2024-02-05,Product Quality,31.8,3.7,No
TICK036685,CUST006497,2025-09-26,Refund,34.3,4.2,Yes
TICK036686,CUST030805,2024-12-03,Account Access,8.8,4.8,Yes
TICK036687,CUST036467,2025-12-21,Account Access,15.4,5.0,No
TICK036688,CUST041736,2024-06-27,Account Access,8.2,4.9,Yes
TICK036689,CUST008186,2024-03-28,Cancellation,16.9,3.8,Yes
TICK036690,CUST037354,2025-02-04,Cancellation,73.0,3.1,Yes
TICK036691,CUST006280,2024-07-26,Cancellation,9.3,5.0,Yes
TICK036692,CUST021491,2024-06-11,Refund,5.1,4.4,Yes
TICK036693,CUST000179,2024-01-08,Cancellation,4.6,4.2,Yes
TICK036694,CUST000485,2025-05-11,Product Information,20.4,4.5,Yes
TICK036695,CUST026895,2025-04-25,Delivery Delay,33.5,3.4,Yes
TICK036696,CUST019391,2025-02-07,Cancellation,9.0,3.5,Yes
TICK036697,CUST036187,2025-08-20,Product Quality,8.9,4.1,Yes
TICK036698,CUST044021,2024-11-13,Delivery Delay,10.6,4.7,Yes
TICK036699,CUST045688,2025-10-07,Delivery Delay,27.5,4.7,Yes
TICK036700,CUST015560,2024-02-21,Delivery Delay,12.8,3.6,Yes
TICK036701,CUST046212,2025-01-04,Refund,10.3,4.3,Yes
TICK036702,CUST049341,2024-08-05,Delivery Delay,25.8,4.9,Yes
TICK036703,CUST007484,2025-08-26,Delivery Delay,12.0,3.4,Yes
TICK036704,CUST007819,2024-06-19,Delivery Delay,41.1,3.1,Yes
TICK036705,CUST048579,2025-01-31,Account Access,51.0,2.6,Yes
TICK036706,CUST001935,2025-09-20,Delivery Delay,19.7,3.2,Yes
TICK036707,CUST039439,2024-04-19,Cancellation,12.9,4.6,Yes
TICK036708,CUST001996,2025-09-14,Product Quality,47.3,3.4,Yes
TICK036709,CUST031668,2025-09-27,Delivery Delay,19.0,2.2,Yes
TICK036710,CUST046433,2024-11-03,Delivery Delay,22.4,3.9,Yes
TICK036711,CUST040340,2025-02-27,Product Quality,21.4,3.4,Yes
TICK036712,CUST023676,2025-04-26,Payment Issue,24.1,2.6,Yes
TICK036713,CUST033907,2024-01-09,Delivery Delay,18.7,5.0,Yes
TICK036714,CUST006626,2025-02-05,Refund,32.0,2.5,Yes
TICK036715,CUST020526,2024-12-30,Refund,9.5,3.3,Yes
TICK036716,CUST021729,2024-09-25,Product Information,9.5,2.7,Yes
TICK036717,CUST047146,2024-07-08,Payment Issue,23.5,5.0,Yes
TICK036718,CUST011690,2025-12-11,Delivery Delay,14.4,1.9,No
TICK036719,CUST005957,2025-09-04,Product Quality,17.4,4.6,Yes
TICK036720,CUST033237,2025-02-10,Product Information,11.6,2.3,Yes
TICK036721,CUST048239,2025-06-28,Product Information,19.9,4.4,Yes
TICK036722,CUST020210,2024-10-05,Refund,14.6,3.7,Yes
TICK036723,CUST002761,2025-04-21,Payment Issue,12.7,4.1,Yes
TICK036724,CUST039042,2024-06-29,Refund,9.4,3.9,Yes
TICK036725,CUST011936,2025-12-15,Product Quality,13.3,3.6,Yes
TICK036726,CUST037114,2025-12-19,Refund,8.9,4.1,Yes
TICK036727,CUST044580,2025-12-30,Delivery Delay,21.4,4.7,Yes
TICK036728,CUST004875,2025-01-26,Delivery Delay,10.2,4.0,Yes
TICK036729,CUST010257,2024-07-09,Refund,10.8,4.3,Yes
TICK036730,CUST047524,2024-09-06,Product Information,7.9,3.4,Yes
TICK036731,CUST039071,2025-04-18,Delivery Delay,10.9,3.5,Yes
TICK036732,CUST027526,2025-10-17,Product Quality,27.3,2.1,Yes
TICK036733,CUST008598,2025-05-19,Cancellation,7.2,3.4,No
TICK036734,CUST028373,2024-09-25,Product Information,15.2,4.2,Yes
TICK036735,CUST048454,2025-09-17,Product Quality,10.6,4.1,Yes
TICK036736,CUST025763,2024-02-27,Delivery Delay,36.8,4.3,Yes
TICK036737,CUST047209,2025-08-15,Payment Issue,43.8,3.7,Yes
TICK036738,CUST025181,2024-09-02,Refund,26.3,4.3,Yes
TICK036739,CUST013982,2025-01-10,Payment Issue,7.5,5.0,Yes
TICK036740,CUST020116,2025-08-08,Account Access,18.5,4.6,Yes
TICK036741,CUST044834,2025-03-18,Payment Issue,8.4,3.2,Yes
TICK036742,CUST013863,2025-08-07,Payment Issue,12.9,3.6,Yes
TICK036743,CUST009857,2025-04-19,Payment Issue,14.4,4.2,Yes
TICK036744,CUST019055,2024-10-02,Delivery Delay,7.2,2.8,Yes
TICK036745,CUST007492,2024-10-14,Product Information,5.2,1.7,Yes
TICK036746,CUST042510,2025-05-13,Account Access,35.1,2.3,Yes
TICK036747,CUST001970,2025-09-25,Refund,13.2,3.4,Yes
TICK036748,CUST045397,2025-10-08,Delivery Delay,8.8,4.0,Yes
TICK036749,CUST010599,2025-12-03,Product Quality,45.6,3.5,No
TICK036750,CUST040597,2024-07-28,Refund,10.4,3.3,Yes
TICK036751,CUST033141,2025-12-08,Delivery Delay,14.1,2.7,Yes
TICK036752,CUST038513,2024-07-29,Refund,19.0,3.8,Yes
TICK036753,CUST027769,2024-02-12,Delivery Delay,27.1,3.3,Yes
TICK036754,CUST007940,2025-08-23,Product Information,44.0,4.5,Yes
TICK036755,CUST045084,2024-10-23,Refund,20.4,4.4,Yes
TICK036756,CUST035280,2025-05-07,Product Quality,17.4,3.2,Yes
TICK036757,CUST016668,2024-04-13,Product Quality,11.3,3.7,Yes
TICK036758,CUST034036,2024-05-12,Product Information,23.9,3.7,Yes
TICK036759,CUST039901,2024-11-26,Payment Issue,20.0,4.3,Yes
TICK036760,CUST012997,2024-05-12,Payment Issue,13.2,4.6,Yes
TICK036761,CUST014003,2024-09-10,Cancellation,24.4,3.6,Yes
TICK036762,CUST028311,2024-03-09,Product Information,25.9,5.0,Yes
TICK036763,CUST037836,2025-07-24,Account Access,16.1,5.0,Yes
TICK036764,CUST020663,2024-12-27,Payment Issue,9.2,5.0,Yes
TICK036765,CUST007590,2024-08-01,Cancellation,34.5,3.8,Yes
TICK036766,CUST037269,2025-04-05,Refund,12.5,4.0,Yes
TICK036767,CUST019506,2025-12-07,Product Information,18.1,5.0,Yes
TICK036768,CUST035498,2024-08-14,Product Information,6.6,4.5,Yes
TICK036769,CUST048231,2024-05-03,Refund,12.5,4.0,Yes
TICK036770,CUST005549,2024-09-06,Delivery Delay,2.6,4.2,Yes
TICK036771,CUST046117,2025-03-06,Product Quality,17.9,3.8,Yes
TICK036772,CUST018998,2024-11-29,Refund,10.9,4.1,Yes
TICK036773,CUST032154,2024-01-21,Delivery Delay,5.9,3.9,Yes
TICK036774,CUST000985,2024-06-30,Refund,7.2,4.8,Yes
TICK036775,CUST028871,2025-03-26,Delivery Delay,13.1,5.0,Yes
TICK036776,CUST027560,2025-08-09,Product Quality,26.5,3.7,Yes
TICK036777,CUST033706,2024-05-30,Delivery Delay,29.4,4.1,Yes
TICK036778,CUST045577,2024-04-12,Refund,36.1,3.5,Yes
TICK036779,CUST019514,2024-12-03,Refund,24.0,4.6,Yes
TICK036780,CUST022139,2025-10-08,Refund,10.3,3.0,Yes
TICK036781,CUST008809,2024-10-18,Delivery Delay,11.5,2.1,No
TICK036782,CUST031419,2024-09-24,Product Quality,9.9,4.2,Yes
TICK036783,CUST009662,2024-01-29,Delivery Delay,26.3,3.6,No
TICK036784,CUST021656,2025-02-19,Payment Issue,67.4,3.7,Yes
TICK036785,CUST020947,2025-04-20,Product Information,15.0,4.0,Yes
TICK036786,CUST037823,2025-05-29,Refund,6.7,2.5,Yes
TICK036787,CUST040108,2024-10-18,Refund,18.1,3.9,Yes
TICK036788,CUST002209,2024-02-06,Account Access,16.3,3.7,Yes
TICK036789,CUST008596,2024-08-15,Refund,7.8,4.6,Yes
TICK036790,CUST039539,2024-07-10,Delivery Delay,28.5,3.8,Yes
TICK036791,CUST035194,2024-11-03,Product Information,20.4,4.0,Yes
TICK036792,CUST006336,2025-09-06,Product Quality,16.8,4.5,Yes
TICK036793,CUST005194,2025-02-28,Product Quality,18.6,4.4,Yes
TICK036794,CUST033288,2025-04-27,Payment Issue,34.5,3.8,Yes
TICK036795,CUST001714,2024-06-06,Refund,34.3,2.1,Yes
TICK036796,CUST004308,2025-03-20,Refund,45.1,4.3,Yes
TICK036797,CUST046101,2024-04-15,Product Quality,55.7,2.1,Yes
TICK036798,CUST021853,2024-12-30,Product Quality,15.8,4.4,Yes
TICK036799,CUST049546,2024-01-11,Product Information,12.1,4.2,Yes
TICK036800,CUST044736,2025-09-16,Refund,10.1,3.7,Yes
TICK036801,CUST015810,2025-11-24,Refund,28.0,2.8,Yes
TICK036802,CUST034334,2024-02-15,Product Quality,12.0,4.9,Yes
TICK036803,CUST007955,2024-04-07,Delivery Delay,16.6,4.1,Yes
TICK036804,CUST027947,2024-10-07,Product Information,40.3,3.1,Yes
TICK036805,CUST030082,2025-03-24,Refund,16.3,3.5,Yes
TICK036806,CUST032150,2025-10-16,Delivery Delay,26.2,3.7,Yes
TICK036807,CUST025310,2024-11-17,Refund,21.4,5.0,Yes
TICK036808,CUST000918,2025-08-16,Delivery Delay,14.9,2.5,Yes
TICK036809,CUST021128,2025-10-17,Product Quality,15.8,3.4,Yes
TICK036810,CUST002462,2024-03-31,Delivery Delay,36.8,5.0,Yes
TICK036811,CUST047183,2024-08-03,Account Access,12.7,4.4,Yes
TICK036812,CUST026286,2025-10-17,Refund,24.7,4.1,Yes
TICK036813,CUST029676,2025-06-29,Account Access,29.0,2.2,Yes
TICK036814,CUST005079,2024-07-07,Product Information,10.0,3.6,Yes
TICK036815,CUST023855,2025-03-21,Delivery Delay,4.2,3.9,Yes
TICK036816,CUST028965,2025-05-01,Product Information,8.3,3.2,Yes
TICK036817,CUST032109,2025-09-06,Product Information,15.5,4.9,Yes
TICK036818,CUST000191,2025-06-18,Account Access,21.1,3.3,Yes
TICK036819,CUST006449,2025-06-08,Product Information,16.4,2.7,Yes
TICK036820,CUST030713,2025-01-10,Cancellation,25.1,3.6,Yes
TICK036821,CUST006120,2025-01-14,Payment Issue,17.5,3.9,Yes
TICK036822,CUST011091,2025-02-06,Refund,27.0,3.4,Yes
TICK036823,CUST010907,2024-03-17,Product Quality,55.2,3.4,Yes
TICK036824,CUST018589,2024-02-07,Cancellation,21.5,3.3,Yes
TICK036825,CUST036988,2025-10-18,Delivery Delay,25.7,3.3,Yes
TICK036826,CUST014595,2025-05-23,Refund,28.1,3.2,Yes
TICK036827,CUST043506,2024-05-06,Product Quality,17.8,5.0,Yes
TICK036828,CUST009093,2024-11-15,Account Access,10.6,3.2,Yes
TICK036829,CUST018684,2024-09-11,Product Information,38.2,3.6,Yes
TICK036830,CUST003866,2025-11-26,Refund,21.8,5.0,No
TICK036831,CUST000123,2024-03-13,Product Information,42.7,4.6,No
TICK036832,CUST041474,2025-05-25,Delivery Delay,11.8,2.1,Yes
TICK036833,CUST030413,2025-12-16,Product Information,7.9,2.0,Yes
TICK036834,CUST016352,2024-06-03,Refund,7.5,2.9,Yes
TICK036835,CUST044902,2024-05-29,Cancellation,7.9,4.6,Yes
TICK036836,CUST000510,2024-05-16,Product Quality,42.5,4.1,Yes
TICK036837,CUST021573,2025-04-27,Payment Issue,33.3,4.4,Yes
TICK036838,CUST034673,2025-12-07,Cancellation,12.8,4.8,Yes
TICK036839,CUST011479,2025-03-07,Refund,16.3,4.9,Yes
TICK036840,CUST033475,2025-07-24,Product Quality,57.4,4.1,Yes
TICK036841,CUST004976,2024-05-07,Product Information,29.1,3.6,Yes
TICK036842,CUST033034,2025-11-08,Payment Issue,19.0,3.3,Yes
TICK036843,CUST013190,2025-02-02,Product Quality,19.2,3.5,Yes
TICK036844,CUST020750,2025-07-15,Delivery Delay,11.5,4.0,Yes
TICK036845,CUST020552,2024-01-19,Product Information,13.4,4.3,Yes
TICK036846,CUST003280,2025-01-24,Payment Issue,15.2,3.0,Yes
TICK036847,CUST027315,2025-11-26,Product Quality,49.3,3.4,Yes
TICK036848,CUST002595,2025-05-05,Delivery Delay,4.1,3.5,Yes
TICK036849,CUST020920,2024-02-01,Product Quality,69.3,3.7,Yes
TICK036850,CUST029000,2024-03-15,Refund,9.9,3.2,Yes
TICK036851,CUST017428,2024-04-08,Account Access,33.4,3.9,Yes
TICK036852,CUST049085,2024-01-31,Refund,9.3,2.6,Yes
TICK036853,CUST024855,2025-06-21,Product Information,19.4,4.8,Yes
TICK036854,CUST025571,2025-01-15,Cancellation,13.5,5.0,No
TICK036855,CUST034840,2024-04-06,Refund,66.0,5.0,Yes
TICK036856,CUST008791,2025-11-11,Product Quality,8.6,3.3,No
TICK036857,CUST011574,2025-03-09,Product Information,33.4,4.8,Yes
TICK036858,CUST041355,2025-07-10,Cancellation,12.8,4.2,Yes
TICK036859,CUST013304,2025-08-14,Refund,24.5,3.9,Yes
TICK036860,CUST016473,2024-12-03,Delivery Delay,20.4,3.8,Yes
TICK036861,CUST042041,2025-04-11,Payment Issue,22.0,2.4,Yes
TICK036862,CUST024013,2024-11-12,Delivery Delay,15.4,1.8,No
TICK036863,CUST002415,2025-05-10,Account Access,46.6,2.6,Yes
TICK036864,CUST038116,2025-01-02,Product Information,15.1,3.0,Yes
TICK036865,CUST000038,2024-03-31,Product Quality,24.7,5.0,Yes
TICK036866,CUST028699,2025-04-03,Delivery Delay,45.7,3.3,Yes
TICK036867,CUST042262,2024-03-28,Payment Issue,10.4,3.4,Yes
TICK036868,CUST018146,2024-06-14,Payment Issue,52.2,3.5,Yes
TICK036869,CUST027325,2024-08-22,Delivery Delay,17.1,4.5,Yes
TICK036870,CUST020723,2025-07-10,Payment Issue,7.6,4.3,Yes
TICK036871,CUST021411,2025-03-02,Refund,13.2,3.7,Yes
TICK036872,CUST042609,2024-09-15,Delivery Delay,10.7,4.5,Yes
TICK036873,CUST033937,2024-03-14,Product Information,10.2,2.8,Yes
TICK036874,CUST047781,2024-06-28,Refund,32.9,4.1,Yes
TICK036875,CUST015515,2024-04-22,Product Information,8.0,3.3,Yes
TICK036876,CUST019962,2024-11-01,Refund,12.6,4.1,Yes
TICK036877,CUST018796,2025-11-08,Payment Issue,12.0,3.1,Yes
TICK036878,CUST029775,2025-03-27,Refund,25.1,3.7,Yes
TICK036879,CUST026096,2025-08-07,Product Quality,28.5,4.5,Yes
TICK036880,CUST047382,2024-10-27,Product Information,52.2,3.6,Yes
TICK036881,CUST026289,2025-07-07,Refund,32.1,4.2,Yes
TICK036882,CUST001047,2024-06-07,Account Access,11.7,3.3,No
TICK036883,CUST032945,2024-12-24,Product Quality,54.1,4.6,Yes
TICK036884,CUST013675,2024-01-18,Refund,13.0,3.3,Yes
TICK036885,CUST030459,2025-03-15,Payment Issue,41.2,5.0,Yes
TICK036886,CUST009237,2025-06-17,Cancellation,59.1,4.7,No
TICK036887,CUST019490,2024-08-08,Product Information,25.6,3.4,Yes
TICK036888,CUST017124,2024-08-09,Product Information,12.4,3.5,Yes
TICK036889,CUST020712,2024-09-26,Product Quality,70.9,4.1,Yes
TICK036890,CUST009090,2024-03-29,Product Quality,13.2,3.3,No
TICK036891,CUST017074,2025-01-29,Product Information,23.8,4.3,Yes
TICK036892,CUST007397,2024-07-19,Delivery Delay,38.4,2.0,Yes
TICK036893,CUST033423,2025-09-04,Delivery Delay,35.2,3.8,Yes
TICK036894,CUST008042,2025-05-08,Product Quality,20.1,2.3,Yes
TICK036895,CUST023433,2025-02-19,Cancellation,17.2,3.9,Yes
TICK036896,CUST014868,2025-10-06,Refund,14.0,3.6,Yes
TICK036897,CUST013513,2025-10-31,Payment Issue,7.4,3.4,Yes
TICK036898,CUST036255,2025-08-07,Delivery Delay,34.5,3.7,Yes
TICK036899,CUST029887,2025-10-23,Refund,26.9,2.6,Yes
TICK036900,CUST034977,2024-04-25,Product Information,24.3,2.0,No
